Study Hours,Sleep Hours,Social Media,Attendance,Past Avg Score,Final Score
6.35,6.16,2.97,83.22,57.52,117.64
2.19,6.28,1.53,75.56,69.05,85.75
4.52,7.64,0.89,90.18,70.73,117.21
6.18,7.86,4.34,98.92,54.36,121.94
6.22,8.75,3.46,93.92,97.32,142.43
3.47,7.68,2.07,84.08,69.22,103.04
4.42,6.32,1.87,56.41,68.81,99.48
1.38,3.48,1.57,71.21,64.37,66.81
6.27,4.93,4.64,93.11,96.79,128.55
7.68,7.32,0.38,59.52,97.58,147.2
3.38,5.73,1.2,56.13,81.85,94.8
2.01,6.12,2.16,74.79,82.63,87.62
2.33,5.94,4.5,62.92,55.06,70.66
4.2,4.46,3.64,51.62,59.43,83.19
1.01,5.52,1.08,50.31,59.34,62.31
7.04,7.7,2.31,55.96,93.45,136.03
4.8,8.84,2.94,55.01,93.97,117.93
4.7,4.82,1.42,52.14,78.59,101.01
7.28,3.0,2.71,98.09,54.32,120.26
5.94,3.9,4.25,56.41,72.48,102.61
7.54,6.99,4.77,78.64,57.9,126.04
2.98,5.62,4.67,92.41,90.75,98.34
5.85,7.44,1.04,83.51,78.62,129.39
5.1,7.46,0.07,83.34,87.21,128.04
3.18,6.52,4.15,52.38,86.02,90.03
4.03,3.64,3.02,87.68,75.65,97.72
3.37,3.62,2.96,85.86,75.88,91.39
5.09,3.69,4.17,73.46,52.24,91.43
7.83,8.89,0.75,62.26,82.87,147.47
1.64,5.87,4.74,96.64,82.95,85.04
6.32,8.86,4.82,76.73,76.21,127.32
2.08,3.28,4.98,76.13,83.04,74.69
5.18,5.71,0.3,90.97,79.14,122.13
6.64,3.55,2.24,85.79,93.55,129.12
7.0,8.19,2.94,68.88,65.3,128.5
6.27,6.05,0.51,98.42,57.06,125.87
4.03,4.14,0.68,93.63,77.18,106.28
2.77,3.57,2.1,56.95,92.58,85.6
2.41,5.8,3.8,70.81,52.02,73.57
3.25,4.04,2.09,68.68,55.18,79.86
2.75,6.58,0.56,83.58,75.92,98.79
1.78,8.06,4.66,50.92,61.59,70.79
5.0,5.55,2.82,99.37,93.3,123.16
4.4,6.93,2.95,53.81,97.14,109.49
4.4,7.57,2.72,80.15,96.07,119.39
6.74,7.59,3.75,60.76,75.04,124.15
5.26,4.81,4.1,55.4,55.54,92.38
3.64,8.33,3.68,96.31,53.92,100.9
3.51,5.33,0.12,74.44,82.11,102.5
5.71,4.79,0.48,83.28,55.94,112.19
5.58,3.15,1.53,99.36,58.1,109.66
7.15,7.24,3.75,65.63,64.28,123.97
3.84,5.54,4.47,53.7,85.84,92.64
5.25,3.68,2.04,61.51,89.94,108.66
1.8,4.24,2.67,65.06,85.64,77.4
6.29,6.42,0.86,92.15,94.57,139.65
4.0,8.47,2.81,65.17,97.74,114.47
3.12,4.48,4.1,97.8,68.23,89.89
5.59,8.24,0.72,70.2,97.26,133.54
5.4,4.34,0.63,84.8,56.36,108.35
4.54,8.74,1.0,86.54,54.06,112.66
6.35,6.52,3.34,52.99,92.1,122.78
6.32,7.1,0.1,80.89,60.62,126.46
5.79,8.69,1.39,65.2,72.31,123.93
5.3,3.51,0.78,60.64,91.63,111.52
1.59,5.09,4.96,90.99,82.98,80.18
4.36,5.64,3.73,53.46,93.3,102.1
6.08,8.32,0.32,81.64,83.45,136.89
6.57,8.83,4.51,76.88,66.92,126.42
3.48,6.45,1.55,81.87,71.72,100.77
7.21,5.89,0.09,54.38,56.95,121.53
3.97,8.09,2.88,98.5,74.67,113.64
3.69,7.14,4.22,96.51,81.83,107.89
1.86,5.56,1.67,53.37,89.83,82.05
2.61,3.39,0.16,51.23,55.84,71.02
1.75,7.52,3.37,85.49,62.45,82.15
6.32,7.97,1.97,83.12,75.73,132.11
5.94,7.98,2.08,67.86,84.48,127.4
5.12,5.15,4.72,69.12,97.77,111.9
4.01,4.52,1.82,92.14,58.4,97.05
7.94,7.89,1.9,64.35,88.2,145.9
6.56,6.35,2.06,54.04,66.11,116.66
5.36,3.5,3.39,52.19,85.83,101.92
7.27,3.81,2.55,90.75,95.46,137.12
2.36,5.88,2.15,87.89,75.93,91.36
6.23,4.26,2.42,55.39,97.44,119.6
2.85,6.46,1.97,96.72,69.06,97.75
7.45,7.43,3.64,75.8,70.6,133.0
7.34,7.51,0.21,79.58,63.22,137.37
2.63,6.27,4.42,53.47,89.54,85.49
2.79,7.95,1.55,61.37,84.55,98.09
4.01,6.24,0.5,65.39,56.7,96.09
4.18,6.1,2.8,64.37,93.64,107.1
5.86,7.49,3.0,60.91,61.82,112.22
1.93,8.91,3.52,75.46,92.71,96.75
1.58,4.15,0.17,67.62,85.98,80.99
7.48,3.91,1.02,76.87,59.37,123.83
4.11,8.03,3.21,99.69,86.48,119.15
2.06,7.41,4.27,72.5,66.36,80.51
7.26,8.1,3.62,57.75,69.98,127.66
5.18,8.47,0.72,77.19,86.07,128.16
4.39,6.73,2.0,90.16,69.31,110.45
5.47,7.68,0.75,64.06,67.35,116.93
3.89,4.49,2.44,75.93,63.42,91.74
5.05,6.09,4.1,95.9,83.84,117.82
5.51,5.42,4.7,61.81,54.8,96.9
4.93,3.51,2.59,73.72,54.61,93.67
2.25,4.92,3.18,72.03,85.02,84.23
5.52,6.19,4.33,76.2,85.43,116.65
7.37,6.14,1.68,52.38,89.02,132.75
5.16,4.56,3.04,83.72,52.45,100.15
3.5,8.59,3.1,86.73,97.07,115.88
1.45,7.66,0.16,96.39,96.71,103.28
2.44,3.93,2.59,92.28,54.11,77.89
7.47,3.16,3.05,63.0,66.53,116.16
5.18,6.75,3.85,60.26,61.65,101.89
1.83,6.49,0.87,75.92,83.0,90.19
1.65,5.43,2.17,71.69,61.15,72.77
5.82,7.62,0.74,73.22,56.54,118.31
6.43,3.96,0.94,99.51,81.89,130.48
6.45,5.32,4.67,64.6,90.25,120.19
1.88,7.32,4.09,96.44,88.48,95.03
4.39,8.8,0.47,71.76,57.52,109.45
5.66,6.59,2.76,81.5,93.47,127.05
3.37,7.98,1.08,71.82,50.14,93.74
5.8,4.18,2.82,73.1,93.17,118.29
1.57,3.66,2.38,63.61,62.34,64.4
1.64,6.83,2.99,72.25,61.46,75.52
1.62,4.58,4.08,81.82,62.53,69.69
3.07,5.27,0.7,67.9,91.95,99.19
3.97,7.76,2.24,57.73,62.45,96.81
2.95,8.94,2.27,54.95,62.03,90.15
2.31,8.09,2.72,81.14,50.9,84.27
3.18,8.51,0.13,61.27,94.77,110.17
1.53,5.5,3.55,57.69,63.31,65.84
3.31,4.39,2.63,62.16,69.57,84.2
1.86,4.34,1.82,58.91,75.18,73.86
5.54,5.28,3.54,64.23,53.92,99.44
1.14,7.61,4.4,78.71,59.17,71.59
4.05,5.96,2.72,81.57,81.33,105.88
7.25,3.12,1.47,99.87,89.9,137.63
2.46,7.18,0.96,60.76,71.53,88.63
4.87,3.12,1.3,60.54,92.02,105.53
2.32,5.49,1.07,93.72,66.5,89.92
1.67,5.68,4.97,88.2,56.18,71.09
6.33,4.05,4.69,91.86,77.96,118.48
7.76,5.81,0.75,89.86,61.65,137.41
2.13,7.94,3.32,99.82,73.02,95.45
5.18,7.86,3.71,80.14,51.53,107.47
5.0,4.72,3.78,99.41,53.12,102.69
4.75,7.14,2.0,56.75,55.12,99.21
6.43,6.5,2.19,86.66,66.45,125.55
7.78,5.05,3.71,98.32,69.05,134.9
7.74,8.24,0.12,53.68,70.72,138.54
1.22,5.76,4.04,63.51,50.36,59.34
3.66,4.7,3.78,81.65,85.41,98.13
2.24,6.6,0.05,59.83,87.39,92.72
1.0,6.22,1.68,61.96,81.52,75.48
2.13,5.49,2.64,76.65,79.97,85.32
1.14,4.59,2.81,60.24,66.0,62.85
1.03,4.27,1.43,95.09,64.8,73.67
1.76,3.23,4.32,85.47,56.46,65.14
5.73,6.01,0.05,62.25,80.78,120.47
7.89,3.65,3.84,56.78,94.0,128.96
1.14,6.16,4.2,56.16,56.02,59.6
7.59,3.21,3.85,71.2,91.54,128.19
3.38,3.23,2.3,80.48,65.38,85.85
2.23,6.36,1.82,61.4,61.3,78.48
3.13,4.71,0.98,89.12,56.82,89.81
1.92,6.86,3.92,85.42,59.44,79.42
3.6,8.02,0.34,57.58,76.03,103.5
5.53,4.18,0.19,85.52,83.81,121.08
7.62,3.18,2.34,99.51,64.43,129.04
4.66,7.8,2.92,95.29,69.65,115.92
1.92,7.79,0.99,50.58,83.09,87.08
1.08,5.95,4.32,68.15,71.62,68.06
4.24,6.52,2.58,84.03,68.16,104.99
4.18,8.1,2.19,99.84,75.26,117.62
4.15,7.19,1.62,53.37,67.84,98.86
7.66,4.65,1.44,93.49,51.11,128.51
2.56,3.99,2.42,98.59,61.46,84.35
3.98,7.84,3.22,81.12,62.72,102.32
6.52,3.11,3.2,80.7,82.49,118.8
1.34,8.6,0.93,85.79,66.85,88.44
2.5,7.08,2.82,50.9,70.8,81.66
5.64,7.31,0.05,84.24,97.58,136.93
4.99,6.61,3.18,59.39,60.96,100.61
2.17,5.92,2.96,91.1,57.3,81.68
7.52,3.43,2.83,79.27,94.72,133.99
7.34,8.64,3.38,61.25,73.48,132.99
2.2,7.27,2.69,60.28,80.22,86.41
4.84,4.7,4.85,72.35,75.36,99.84
7.27,5.65,1.82,78.61,87.13,137.21
4.25,4.32,3.56,86.69,69.81,98.01
6.52,8.13,4.15,75.08,62.31,122.21
1.75,4.84,0.51,79.29,83.77,86.55
5.05,6.55,0.02,63.68,61.87,108.94
6.68,3.64,4.61,64.43,76.1,111.56
6.51,7.43,4.7,69.76,87.55,127.42
3.28,5.3,3.22,86.62,86.49,99.56
4.82,3.22,4.17,78.04,69.88,96.03
1.3,4.21,4.48,68.77,55.69,58.32
7.61,4.9,1.56,79.66,59.35,127.69
6.19,7.07,0.66,82.98,73.86,130.06
2.63,8.67,1.94,55.05,80.83,94.6
3.38,5.73,1.29,54.55,64.82,87.35
3.61,8.23,0.39,86.78,54.0,104.01
2.41,3.91,2.81,88.14,67.93,81.46
4.21,6.75,3.57,51.75,82.16,99.42
2.01,5.53,0.47,90.42,78.25,92.2
4.98,5.05,4.22,54.61,79.41,99.62
6.95,6.63,3.38,54.32,71.98,120.8
4.4,8.17,2.57,94.35,71.01,115.64
1.05,3.63,0.2,91.34,90.52,83.54
2.71,3.61,0.3,51.99,82.03,83.04
5.26,6.26,4.85,72.89,61.5,102.88
7.28,3.15,3.13,80.13,62.23,117.6
1.63,4.72,1.48,96.94,67.47,81.95
5.51,5.91,4.48,99.36,52.71,109.26
5.22,8.69,2.45,84.58,70.51,121.71
4.74,8.57,1.61,77.37,73.27,117.69
4.53,5.98,1.15,97.27,84.57,119.44
2.42,6.0,1.96,98.62,96.84,104.2
5.1,3.73,4.33,81.77,55.42,95.12
3.91,3.62,4.55,50.25,54.24,73.71
1.97,5.92,1.29,76.47,77.51,86.86
2.93,8.13,4.84,92.63,79.5,100.66
4.52,8.71,1.88,62.11,60.93,106.05
7.06,3.91,4.08,89.74,68.86,121.56
5.9,4.98,2.56,91.36,55.15,112.39
4.94,7.19,4.16,64.38,64.78,102.92
2.0,3.2,2.71,96.94,64.41,77.07
6.47,6.75,4.66,54.51,91.57,122.15
5.81,4.36,4.37,88.01,54.4,104.75
6.41,5.33,4.12,92.12,91.49,129.72
3.76,4.75,1.36,72.93,67.96,94.37
4.46,3.57,0.23,70.16,59.84,95.38
7.47,3.27,3.68,89.73,80.72,128.88
7.35,8.5,4.07,67.32,59.17,127.38
3.39,5.09,3.84,80.05,64.7,88.01
2.12,7.1,4.28,68.3,73.49,81.74
5.21,5.1,3.0,58.32,88.69,109.17
6.36,4.88,2.03,74.86,55.69,112.59
4.46,3.85,2.37,69.89,82.3,100.87
3.56,4.57,0.19,56.56,65.17,88.35
2.53,6.49,4.86,70.83,68.65,81.22
1.28,7.67,4.03,75.15,92.47,85.99
1.53,3.88,0.81,95.92,54.37,74.29
2.65,4.35,1.26,74.75,58.23,80.08
1.17,8.96,0.39,82.97,55.82,83.9
4.9,4.18,4.0,78.64,62.52,97.21
5.81,3.03,1.11,85.82,73.27,114.2
7.17,3.4,4.1,79.73,87.32,125.35
3.09,3.61,0.13,53.61,58.6,77.88
4.61,4.08,1.44,75.96,56.0,96.06
4.47,8.49,0.85,88.81,85.91,125.01
5.66,4.33,1.24,62.56,84.81,114.19
7.67,6.54,2.5,85.75,86.27,143.85
6.21,6.82,1.63,82.8,61.1,122.38
3.72,8.33,3.37,75.44,63.99,99.96
3.85,3.27,0.37,98.42,95.37,111.37
7.91,4.65,1.31,95.55,52.51,132.15
6.57,3.75,2.43,61.35,50.07,103.93
1.46,5.64,1.98,72.04,56.79,70.4
3.47,3.33,4.7,86.89,72.58,86.88
4.08,8.31,3.69,67.51,59.95,98.47
5.78,3.51,4.43,59.75,75.86,101.97
7.84,3.1,1.94,98.08,97.52,144.37
7.57,5.63,2.37,73.55,73.55,131.8
4.46,6.34,3.17,79.37,85.17,110.69
2.62,7.73,0.69,71.3,82.9,99.92
6.9,7.26,4.92,62.82,86.15,127.32
5.31,3.49,0.1,61.39,84.59,110.33
7.4,5.89,2.98,72.27,76.01,130.41
2.91,4.22,2.58,97.05,59.98,86.82
3.94,8.93,0.51,79.53,96.0,123.44
7.41,8.39,1.17,73.88,75.09,141.71
1.48,7.59,0.03,67.96,60.85,80.77
1.3,8.03,1.81,97.79,58.82,85.0
1.1,6.64,3.11,95.52,85.86,86.57
3.64,7.81,0.66,96.34,52.83,104.9
4.28,4.6,4.42,81.07,52.37,88.74
1.57,3.42,3.53,87.03,85.45,77.65
5.5,5.78,3.9,74.01,77.3,112.16
7.87,4.55,4.35,94.43,82.72,137.16
5.2,7.35,0.55,81.22,96.42,130.71
7.9,5.66,4.07,58.88,75.03,127.65
2.82,6.65,1.69,85.05,68.47,94.81
6.5,4.47,1.03,67.58,52.65,111.22
1.97,6.6,4.89,78.15,90.15,87.26
5.81,4.08,3.71,67.73,57.8,100.56
6.51,5.53,2.69,50.72,65.04,111.02
3.95,3.02,3.78,88.4,63.85,89.09
7.73,8.07,0.09,70.86,97.54,153.88
2.54,5.04,4.69,93.62,56.82,79.43
4.65,4.68,1.56,53.92,97.43,107.88
6.42,8.48,2.48,58.09,90.77,132.04
4.57,6.79,3.5,65.69,70.45,102.43
7.16,4.98,3.0,59.48,61.3,115.78
4.36,5.74,2.71,89.17,67.12,104.69
3.18,8.85,0.1,57.02,66.14,98.57
1.72,5.17,4.54,67.05,76.9,72.76
2.36,8.68,3.5,90.81,71.09,95.95
1.34,6.0,0.13,65.67,70.94,77.86
3.81,7.4,0.21,79.0,76.21,110.24
2.59,7.33,3.04,76.59,85.07,96.21
3.33,4.12,1.81,69.83,55.6,81.91
2.09,8.81,2.43,67.45,55.97,82.99
3.81,8.08,3.73,72.08,70.16,100.73
5.1,8.84,2.42,92.32,50.6,115.53
7.43,8.43,3.23,89.06,77.55,143.44
2.97,4.33,1.9,55.51,96.22,91.04
7.86,8.32,4.47,91.11,64.41,139.82
6.05,5.39,3.71,56.98,76.14,110.8
5.31,4.84,4.41,68.11,61.44,98.45
1.33,4.22,1.71,65.24,60.51,64.98
5.03,6.3,4.81,60.38,70.69,100.91
5.75,8.66,0.85,51.01,65.68,117.63
7.04,7.0,4.78,76.3,88.04,132.86
6.78,3.78,4.14,90.38,55.81,113.48
4.15,8.72,1.24,56.66,52.97,99.21
5.97,5.97,1.16,87.36,57.4,118.48
6.07,3.33,3.75,74.23,67.03,106.2
3.35,8.6,2.63,52.74,69.42,94.32
3.46,5.92,1.68,61.51,70.56,92.18
5.77,3.98,0.44,52.18,74.57,108.5
4.06,7.32,1.8,78.61,62.51,103.52
6.58,5.52,3.21,86.59,54.95,117.27
6.75,4.68,1.73,51.24,58.82,110.21
4.1,3.57,2.4,94.3,87.38,106.05
2.91,8.45,0.69,69.58,84.0,104.67
2.32,5.36,1.08,66.51,66.81,81.46
2.56,3.59,3.73,93.12,81.49,86.86
4.14,4.98,2.68,76.13,63.2,94.92
2.7,5.61,3.45,82.81,52.8,80.2
1.91,5.83,1.15,72.9,59.29,77.97
3.94,3.14,2.43,90.92,56.7,89.96
6.8,3.69,2.56,80.87,56.5,114.01
6.42,7.91,3.81,52.39,78.08,120.83
7.3,6.46,1.93,77.95,68.49,132.01
6.25,3.97,2.59,65.42,91.54,119.21
3.7,3.31,0.59,76.16,89.92,100.87
5.06,6.77,4.93,82.89,78.13,112.08
3.75,7.4,4.83,98.73,71.08,104.33
1.79,8.26,0.19,51.73,90.4,92.15
7.57,8.23,3.43,87.77,78.51,143.65
3.76,8.45,1.95,82.81,68.49,107.53
3.89,4.69,1.48,62.76,88.16,100.24
5.26,3.57,1.55,81.82,67.52,106.5
5.91,7.96,3.89,56.32,89.6,122.04
2.53,7.36,1.3,63.87,73.54,90.84
2.07,8.2,3.55,73.75,90.44,94.49
7.59,8.63,1.03,66.62,54.7,133.98
3.6,5.7,4.77,79.83,56.73,86.57
6.0,7.52,0.7,66.98,96.34,133.75
2.75,3.61,1.85,88.42,85.17,92.45
7.61,3.99,2.57,80.87,80.48,131.81
7.8,4.43,0.65,63.81,67.86,128.49
4.61,7.93,2.74,89.54,91.22,123.17
5.63,4.68,4.89,61.71,91.04,109.82
7.16,4.74,4.72,69.8,91.34,126.73
5.62,8.63,1.6,79.46,90.61,133.37
5.9,8.6,2.13,57.09,69.73,119.63
7.49,6.22,0.15,99.86,51.89,136.51
4.71,7.25,0.38,78.51,53.31,108.23
3.93,8.69,0.41,68.87,60.83,105.57
1.07,6.21,3.04,88.73,74.42,78.54
3.57,6.33,2.28,72.71,79.89,100.35
7.2,8.95,2.66,60.95,55.03,126.65
3.48,3.59,3.93,85.48,51.77,80.54
4.23,8.88,3.36,50.33,86.21,107.57
4.96,5.59,0.2,61.18,83.87,112.96
5.96,7.14,2.28,55.78,76.63,117.91
7.02,8.88,3.71,92.48,63.99,135.74
7.55,3.89,1.11,58.22,62.85,119.99
6.4,3.09,2.3,88.46,84.25,122.52
5.37,8.0,1.51,67.41,82.98,122.75
3.25,6.64,0.28,76.26,74.95,101.52
7.04,3.87,4.65,53.46,97.6,120.69
4.78,8.32,3.29,96.73,78.76,121.93
1.29,7.58,3.01,58.39,78.73,77.32
7.72,6.21,3.93,85.91,88.3,141.29
2.39,5.89,4.98,75.52,70.44,80.04
7.57,7.45,4.24,62.41,82.8,133.88
3.56,8.01,2.29,56.97,56.28,91.07
3.91,4.8,0.2,82.73,82.15,106.85
7.42,4.69,4.18,76.96,62.81,120.72
6.16,6.35,0.82,79.77,88.61,132.27
3.15,3.79,2.99,79.76,65.22,83.78
5.44,7.01,3.78,57.33,64.33,105.4
2.87,4.78,1.92,53.74,69.96,80.49
4.37,3.96,2.88,73.16,72.31,96.29
3.99,8.55,2.93,55.41,50.17,92.43
5.33,4.6,1.05,93.87,70.76,116.11
7.2,4.57,4.31,69.66,93.08,128.04
5.44,5.08,0.51,96.87,97.94,131.47
2.68,7.93,3.15,91.27,66.03,95.43
1.65,6.2,1.25,93.5,64.92,84.96
5.95,8.85,0.46,65.19,68.53,126.1
6.78,3.45,1.03,72.76,77.93,122.31
3.94,4.6,0.77,61.19,75.27,96.22
6.0,8.86,1.04,57.03,91.02,132.0
4.51,6.22,0.44,94.8,80.5,119.0
4.19,7.72,1.81,64.46,92.98,113.79
1.32,6.11,0.96,82.16,87.29,87.87
7.29,5.31,1.17,57.41,69.49,124.22
5.88,3.83,1.7,67.34,90.2,117.32
2.88,5.8,1.95,85.79,56.67,87.79
2.8,5.73,1.23,81.81,97.96,103.62
1.67,8.87,4.29,67.33,97.12,92.1
6.39,3.79,2.49,75.02,85.89,120.76
1.27,6.44,1.76,91.53,61.04,79.15
7.96,4.81,0.61,73.53,62.06,131.73
4.98,8.79,1.26,53.7,74.59,114.59
6.08,4.89,2.18,70.07,94.61,123.9
5.91,8.43,3.71,82.67,71.79,124.55
6.45,4.89,4.09,52.26,60.61,104.43
7.61,3.64,2.6,52.14,85.84,124.18
3.24,3.24,2.11,86.11,57.83,83.63
6.87,8.76,0.49,63.77,77.3,137.21
4.94,5.21,0.96,73.78,55.43,102.44
3.45,5.62,2.58,61.51,73.77,90.76
7.02,3.11,4.05,66.84,88.81,120.01
6.06,8.1,0.98,77.02,84.0,133.57
3.35,7.02,1.76,90.13,83.56,108.2
4.09,7.22,3.27,66.57,93.11,109.15
3.7,5.71,4.13,73.24,55.71,86.42
7.08,3.55,3.92,71.11,92.6,124.89
6.24,6.73,3.43,94.47,88.6,133.27
5.19,8.16,2.63,95.68,58.42,118.0
3.3,8.25,1.44,83.89,79.16,108.42
3.39,6.08,0.64,53.67,73.84,93.06
5.32,6.95,2.75,53.37,62.72,104.34
3.77,3.4,1.57,56.76,85.78,92.36
2.46,7.4,0.17,68.2,91.35,101.01
6.56,6.33,1.12,60.11,96.47,132.45
5.37,3.74,4.69,50.21,60.6,89.52
4.04,3.73,0.21,71.31,54.91,90.47
1.7,7.21,0.43,51.05,72.54,80.39
3.84,3.94,3.06,58.87,54.34,79.71
1.05,3.65,2.82,68.78,68.18,62.68
2.61,3.48,3.41,55.37,67.27,70.6
1.14,3.54,3.11,96.92,73.54,73.2
3.64,7.17,3.0,71.16,70.04,97.64
3.98,4.25,2.96,98.12,86.6,106.72
3.63,8.43,1.38,66.36,91.04,111.53
7.16,3.95,4.23,71.12,51.82,109.95
2.59,6.31,0.57,61.15,72.42,88.37
3.76,8.92,0.37,96.39,77.7,119.82
5.94,8.27,2.89,75.85,86.3,129.73
1.18,3.26,4.59,68.27,92.65,68.79
6.71,5.98,0.33,91.8,89.09,140.9
5.37,3.14,4.59,74.25,53.63,92.33
6.24,6.26,3.42,77.14,51.86,112.02
7.72,3.43,2.81,91.22,77.04,132.31
4.12,8.82,1.5,57.07,93.8,115.21
4.46,8.61,1.67,57.74,87.5,114.99
1.61,7.43,3.85,87.72,67.53,82.4
6.19,6.92,3.63,61.13,90.15,123.66
7.85,6.18,4.09,95.48,95.73,147.92
2.75,6.27,0.69,88.52,57.1,91.56
2.51,7.65,4.17,58.77,91.9,91.58
5.31,6.09,1.61,68.41,60.1,107.37
6.2,4.67,4.68,94.48,86.77,123.52
6.64,8.59,2.09,71.45,78.63,134.23
5.06,7.06,0.09,77.22,78.04,120.89
3.3,4.56,3.73,96.45,50.1,84.91
5.42,7.61,0.09,94.87,80.74,132.2
3.34,6.04,2.61,58.01,52.18,81.21
7.14,7.46,3.44,79.28,56.68,126.2
5.5,7.69,4.63,99.74,57.22,116.12
5.95,5.3,0.35,91.48,66.86,122.91
6.13,7.27,3.7,65.42,51.85,110.0
7.28,5.44,1.47,73.37,68.32,128.22
3.85,5.35,2.01,50.07,59.2,85.4
3.38,3.33,3.64,77.21,79.04,87.95
3.84,5.26,0.27,61.53,83.72,101.77
3.47,8.07,3.58,54.31,60.82,88.87
1.04,3.43,0.0,79.57,80.89,75.84
2.13,6.96,0.5,66.76,57.64,82.16
6.43,7.94,1.52,61.36,52.21,117.91
3.7,8.9,0.76,73.68,89.42,116.29
7.84,3.02,1.07,51.03,97.26,131.71
1.76,8.48,4.51,85.28,93.36,95.22
1.2,3.55,1.37,82.56,66.6,70.17
4.46,4.44,3.14,78.91,69.29,98.53
1.25,5.72,3.67,53.03,76.21,67.48
6.22,8.6,2.37,84.52,94.32,140.16
7.49,6.01,3.64,73.62,55.67,122.48
1.48,5.71,0.73,70.21,70.74,78.38
7.55,4.29,0.0,77.73,95.42,142.29
1.05,8.0,4.56,59.13,61.46,66.66
2.14,6.09,3.98,87.86,95.64,94.17
7.74,5.23,0.86,74.94,80.03,138.15
7.25,3.44,2.53,74.54,62.27,117.81
6.82,4.56,4.93,50.37,69.8,108.26
7.11,7.18,3.85,84.12,53.11,124.28
1.51,6.41,3.29,96.65,83.11,88.46
6.77,3.73,0.68,97.66,82.01,132.86
5.62,4.09,0.57,61.06,52.68,101.12
5.88,5.45,3.96,67.77,61.0,106.08
7.8,3.03,1.18,64.55,56.33,118.86
3.15,7.9,4.87,50.61,54.34,79.2
7.17,8.42,2.72,89.03,89.98,147.1
1.32,4.93,3.61,64.02,91.79,75.42
1.13,8.36,0.82,53.82,93.42,87.08
4.51,8.74,2.24,59.08,65.05,106.05
7.07,7.65,4.86,88.94,91.35,140.08
4.94,5.71,4.18,61.81,71.91,100.57
2.69,3.9,4.25,71.88,93.06,86.2
4.82,5.02,3.26,50.05,74.09,96.61
5.68,3.38,2.99,98.68,54.82,106.86
6.04,4.8,3.54,72.77,94.04,121.14
3.26,8.27,3.08,96.01,82.63,109.89
1.8,4.58,4.64,84.24,51.59,66.57
3.58,6.55,1.38,58.02,50.24,86.56
5.15,6.91,0.98,71.22,95.47,124.64
5.29,5.54,0.48,81.57,77.66,118.83
7.93,3.94,0.64,56.27,97.26,137.68
5.79,4.45,0.76,56.27,79.93,112.83
1.56,5.73,1.93,92.62,63.29,80.48
1.5,4.25,2.67,99.52,87.84,85.89
6.08,7.69,1.65,79.06,88.08,133.46
4.39,8.78,4.98,57.66,90.99,109.53
4.56,8.96,4.72,91.25,87.77,120.94
7.92,5.8,1.48,92.14,70.0,141.38
3.76,4.78,3.33,66.01,75.6,91.58
1.51,4.21,1.31,81.2,89.36,83.67
2.34,4.77,2.24,66.83,72.68,80.03
3.02,3.21,1.9,52.12,86.82,83.38
7.86,8.64,2.83,54.16,91.23,143.72
7.95,6.73,2.29,62.49,93.31,143.27
4.76,5.94,2.52,67.92,72.3,104.95
1.08,8.24,4.61,82.83,64.99,76.03
2.49,6.52,3.97,94.66,89.15,98.06
2.93,8.67,2.76,56.56,80.44,95.98
7.35,8.35,4.82,58.55,87.11,133.92
2.49,6.44,2.35,97.52,72.21,95.16
3.96,4.27,0.44,58.69,62.35,90.14
5.35,8.1,4.77,62.15,59.16,105.2
2.36,5.64,4.51,95.92,57.78,81.01
7.55,5.1,1.83,83.38,79.3,136.31
6.88,7.7,1.44,76.41,82.84,138.21
7.11,3.21,2.77,66.46,90.77,124.28
6.95,5.16,3.66,94.33,51.6,119.62
3.82,7.38,2.44,79.79,86.24,110.09
2.64,6.08,2.05,85.84,53.11,84.92
1.42,4.02,0.94,90.21,93.83,87.55
6.61,8.31,4.67,96.79,83.06,137.34
5.72,5.4,3.14,52.61,96.17,115.63
6.53,4.94,1.46,84.42,65.16,122.03
6.24,7.43,0.92,77.94,88.03,135.25
4.63,7.9,1.87,68.65,87.18,117.14
1.47,7.34,0.96,94.67,97.63,100.82
6.19,6.4,3.57,58.52,62.93,110.55
5.76,8.1,1.68,51.2,53.91,109.74
1.14,4.88,2.52,69.05,73.47,69.98
6.81,5.83,3.6,91.57,94.65,136.9
6.58,8.05,1.69,74.28,69.11,129.96
4.17,8.93,2.53,68.26,78.4,111.03
3.03,3.45,1.1,82.68,63.6,85.65
4.88,7.34,1.99,93.47,70.18,118.08
5.64,6.51,3.97,62.62,64.56,106.99
7.62,4.71,2.57,98.08,90.6,143.27
7.59,6.47,0.96,82.9,71.18,139.15
3.63,7.25,2.04,76.27,72.66,102.29
5.65,8.64,1.41,63.55,92.03,129.8
6.28,5.39,2.64,66.08,60.12,111.26
5.81,4.15,3.0,92.29,53.34,107.76
6.0,4.53,3.31,69.5,59.27,105.49
5.04,8.99,4.17,76.71,56.44,109.58
5.98,4.76,4.98,59.67,80.5,108.22
7.05,7.5,0.36,69.76,61.48,130.73
2.11,6.69,0.73,78.4,73.22,90.38
6.41,3.66,0.78,79.94,51.63,111.76
3.52,7.95,4.87,96.54,63.89,100.3
4.03,3.65,1.11,70.99,67.77,93.4
5.97,8.84,2.64,94.67,91.81,140.09
5.11,3.28,1.01,69.71,89.59,110.6
4.35,3.09,4.08,82.59,92.69,102.15
2.1,7.26,1.55,71.15,70.73,87.26
